,sentences,label
6304,I haul it I feel dumb I get my lock and key I pay a man his fee now I wait and see frank black amp the catholics devil workshop release simultaneously with black letter day I initially feel this was the well of the two,sadness
6305,I feel like I m selfish,anger
6306,I m feel very optimistic about it and find myself want to ride more and more,joy
6307,I feel totally confident that I could get a job at google,joy
6308,I wish thing didn t feel so strange so out of place,fear
6309,I go to school feeling miserable but end up laugh for some reason is weird,sadness
6310,I do not want to make a bad impression with my new co worker in both my job or my lab simply because I just feel so insecure and agitate all the time,fear
6311,I can t stop think about it I feel paranoid like they re judge I I know they re probably now but I just feel that way,fear
6312,I feel deeply disappointed,sadness
6313,I was feel irritated with the suppose guy who waste my valuable time talk to a lady,anger
6314,I feel like it is almost vital that if I do not find more answer about a href http quilting,joy
6315,I want to not feel angry because I haven t the right to feel that way,anger
6316,I feel a bit shake though,fear
6317,I feel more vulnerable and more in touch with my heart with make choice that are well for myself and my family and less worried about please everyone else,fear
6318,I would feel well,joy
6319,I feel so overly bless in this life,joy
6320,I m look through picture and feel the creative tingle in my blood that make I feel like home,joy
6321,I feel like a snob but I ve been a bit skeptical of it from the start because I have no idea who kenny werner is and neither do thomas a musician who give I the book,fear
6322,I guess which mean or so I assume no photo no word or no other way to convey what it really feel unless you feel it yourself or khi bi t au th m I bi t th ng ng i b au I rephrase it to a bit more gloomy context unless you are hurt yourself you will never have sympathy for the hurt one,sadness
6323,I feel like a proud new mom with all this picture taking of heidi,joy
6324,I have not feel like post in such a long time but I feel more sociable now,joy
6325,I feel incredibly slack mrs greedy gut is still in desperate search for an unspoilt base on her career ladder,anger
6326,I feel bad for a lot of these people because I know from watch documentary that people who do these drug are try to fill a void something that hurt they in the past that they are try to fill with this drug that make they feel temporary happiness,sadness
6327,I can feel it think I determine to a href http usarious,joy
6328,I feel remorseful about leave food behind and make an effort to eat at least half of it but after stuff myself at fruit parlor and eat this hamburger steak and all,sadness
6329,I feel surprised when I look new,surprise
6330,I want other woman to feel envious of my figure and say oooh you d never guess you d just have a baby,anger
6331,I wake up feel ok but I have a weird feeling about the run today,joy
6332,I m feel anxious all I m really try to do is project the exact opposite,fear
6333,I feel the cold mostly in my arm and torso,anger
6334,I feel drain just look at the date of my real last entry,sadness
6335,I have a feeling I shall go mad,anger
6336,I have find a no of people raise this issue but then I have not yet come across any official address the same I am just feel helpless,fear
